Key,English
perkSorceryArmorIceRank3Desc,"[407fff]ADEPT[-] Ice Tailor\n• You are now an [407fff]Adept[-] Ice Tailor:\n• Tailor [407fff]Adept[-] Ice Sorcerer Armor at an Arcane Wheel\n• Wearing [ae92d5]10/10[-] Ice Armor unlocks passive [e3bb70][U]Set Bonuses[/U][-]\n• Movement Speed increased by [ae92d5]1.5%[-] per armor piece"
perkSorceryArmorIceRank4Desc,"[ba3fd0]EXPERT[-] Ice Tailor\n• You are now an [ba3fd0]Expert[-] Ice Tailor:\n• Tailor [ba3fd0]Expert[-] Ice Sorcerer Armor at an Arcane Wheel\n• Movement Speed increased by [ae92d5]2%[-] per armor piece"
perkSorceryArmorIceRank5Desc,"[e60000]MASTER[-] Ice Tailor\n• You are now a [e60000]Master[-] Ice Tailor:\n• Tailor [e60000]Master[-] Ice Sorcerer Armor at an Arcane Wheel\n• Wearing all set pieces unlocks full set abilities ([ae92d5]{cvar(.IceArmorSetPieces:0)}[-]/10)\n• Movement Speed increased by [ae92d5]2.5%[-] per armor piece"

perkSorceryArmorLightningRank1Desc,"[2f9970]INITIATE[-] Lightning Tailor\n• You are now an [2f9970]Initiate[-] Lightning Tailor:\n• Learn to craft [2f9970]Initiate[-] [e3bb70][U]Lightning Sorcerer Armor[/U][-] at an Arcane Wheel\n• Movement Speed increased by [ae92d5].5%[-] per armor piece"
perkSorceryArmorLightningRank2Desc,"[36dc2a]NOVICE[-] Lightning Tailor\n• You are now a [36dc2a]Novice[-] Lightning Tailor:\n• Tailor [36dc2a]Novice[-] Lightning Sorcerer Armor at an Arcane Wheel\n• Movement Speed increased by [ae92d5]1%[-] per armor piece"
perkSorceryArmorLightningRank3Desc,"[407fff]ADEPT[-] Lightning Tailor\n• You are now an [407fff]Adept[-] Lightning Tailor:\n• Tailor [407fff]Adept[-] Lightning Sorcerer Armor at an Arcane Wheel\n• Wearing [ae92d5]10/10[-] Lightning Armor unlocks passive [e3bb70][U]Set Bonuses[/U][-]\n• Movement Speed increased by [ae92d5]1.5%[-] per armor piece"
perkSorceryArmorLightningRank4Desc,"[ba3fd0]EXPERT[-] Lightning Tailor\n• You are now an [ba3fd0]Expert[-] Lightning Tailor:\n• Tailor [ba3fd0]Expert[-] Lightning Sorcerer Armor at an Arcane Wheel\n• Movement Speed increased by [ae92d5]2%[-] per armor piece"
perkSorceryArmorLightningRank5Desc,"[e60000]MASTER[-] Lightning Tailor\n• You are now a [e60000]Master[-] Lightning Tailor:\n• Tailor [e60000]Master[-] Lightning Sorcerer Armor at an Arcane Wheel\n• Wearing all set pieces unlocks full set abilities ([ae92d5]{cvar(.LightningArmorSetPieces:0)}[-]/10)\n• Movement Speed increased by [ae92d5]2.5%[-] per armor piece"


perkSorcerySpellFireRank1Desc,"[2f9970]BURNING[-] Fire Spell\n• Learn the primal Fire Spell to incinerate the flesh off your foes and ignite them into an eternal grave... or pile of ash\n• You learn how to craft [e3bb70][U]Fire Spell[/U][-] at a Fire Spellforge\n• Learn how to craft [e3bb70][U]Fire Spell Arrow[/U][-] at a Sorcerer Desk\n• Fire now lasts for [ae92d5]8 Seconds[-] on its primary victim\n• [ae92d5]Spell Charging[-] increases destruction by [ae92d5]25%[-] per charge"
perkSorcerySpellFireRank2Desc,"[36dc2a]INCINERATING[-] Fire Spell\n• Fire Spell is evolved to [36dc2a]Novice[-] destruction:\n• Victims have a chance to [ae92d5]Incinerate[-] in even deadlier flame\n• Fire now lasts for [ae92d5]10 Seconds[-] on its primary victim\n• Fire can now reach [ae92d5]2 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Incinerate[-] victims"
perkSorcerySpellFireRank3Desc,"[407fff]EXPLOSIVE[-] Fire Spell\n• Fire Spell is evolved to [407fff]Adept[-] destruction:\n• Victims have a chance to [ae92d5]Explode[-] on impact\n• Fire now lasts for [ae92d5]12 Seconds[-] on its primary victim\n• Fire can now reach [ae92d5]3 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Explode[-] victims"
perkSorcerySpellFireRank4Desc,"[ba3fd0]WILDFIRE[-] Fire Spell\n• Fire Spell is evolved to [ba3fd0]Expert[-] destruction:\n• Victims may engulf themselves and nearby foes in [ae92d5]Wildfire[-]\n• Fire now lasts for [ae92d5]14 Seconds[-] on its primary victim\n• [ae92d5]Spell Charging[-] improves chances to proc [ae92d5]Wildfire[-]"
perkSorcerySpellFireRank5Desc,"[e60000]CREMATION[-] Fire Spell\n• Fire Spell is fully evolved to [e60000]Master[-] destruction:\n• Fire sometimes [ae92d5]Double Casts[-] on all nearby targets\n• Fire now lasts for [ae92d5]16 Seconds[-] on its primary victim\n• Fire can now reach [ae92d5]4 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to proc [ae92d5]Double Cast[-]"

perkSorcerySpellFire2Rank1Desc,"[2f9970]BURNING[-] Firenado Spell\n• Learn the Firenado Spell to reduce your enemies to ash by means of a whirling inferno of mass destruction.\n• You learn how to craft [e3bb70][U]Firenado Spell[/U][-] at a Fire Spellforge\n• Your [ae92d5]Fire Spell Arrows+[-] have a chance to cast Firenado\n• Firenado now lasts for [ae92d5]10 Seconds[-] on its primary victim\n• [ae92d5]Spell Charging[-] increases destruction by [ae92d5]25%[-] per charge"
perkSorcerySpellFire2Rank2Desc,"[36dc2a]INCINERATING[-] Firenado Spell\n• Firenado Spell is evolved to [36dc2a]Novice[-] destruction:\n• Firenado now [ae92d5]Incinerates[-] all foes in deadlier flame\n• Firenado now lasts for [ae92d5]11 Seconds[-] on its primary victim\n• Firenado can now reach [ae92d5]2 Charges[-] through Spell Charging"
perkSorcerySpellFire2Rank3Desc,"[407fff]EXPLOSIVE[-] Firenado Spell\n• Firenado Spell is evolved to [407fff]Adept[-] destruction:\n• Firenado becomes unstable periodically [ae92d5]Exploding[-] foes\n• Firenado now lasts for [ae92d5]12 Seconds[-] on its primary victim\n• Firenado can now reach [ae92d5]3 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to proc [ae92d5]Explode[-]"
perkSorcerySpellFire2Rank4Desc,"[ba3fd0]CLONING[-] Firenado Spell\n• Firenado Spell is evolved to [ba3fd0]Expert[-] destruction:\n• Firenado periodically spawns lesser [ae92d5]Clones[-]\n• Firenado now lasts for [ae92d5]13 Seconds[-] on its primary victim\n• [ae92d5]Spell Charging[-] improves chances to proc [ae92d5]Clone[-]"
perkSorcerySpellFire2Rank5Desc,"[e60000]CATEGORY 5[-] Firenado Spell\n• Firenado Spell is fully evolved to [e60000]Master[-] destruction:\n• Firenado periodically spawns [ae92d5]Twisters[-] on impact\n• Firenado now lasts for [ae92d5]14 Seconds[-] on its primary victim\n• Firenado can now reach [ae92d5]4 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to proc [ae92d5]Twisters[-]"

perkSorcerySpellFire3Rank1Desc,"[2f9970]BURNING[-] Meteor Spell\n• Learn the Meteor Spell to obliterate your enemies by means of cataclysmic rocks from the sky.\n• You learn how to craft [e3bb70][U]Meteor Spell[/U][-] at a Fire Spellforge\n• Your [ae92d5]Fire Spell Arrows+[-] have a chance to cast Meteor\n• [ae92d5]Spell Charging[-] increases destruction by [ae92d5]25%[-] per charge"
perkSorcerySpellFire3Rank2Desc,"[36dc2a]INCINERATING[-] Meteor Spell\n• Meteor Spell is evolved to [36dc2a]Novice[-] destruction:\n• Meteor's core is molten [ae92d5]Incinerating[-] the flesh off foes\n• Meteor can now reach [ae92d5]2 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves [ae92d5]Molten[-] burn damage"
perkSorcerySpellFire3Rank3Desc,"[407fff]EXPLOSIVE[-] Meteor Spell\n• Meteor Spell is evolved to [407fff]Adept[-] destruction:\n• Meteor becomes [ae92d5]Explosive[-] exploding all foes on impact\n• Meteor lands with [ae92d5]Double Impact[-] decimating foes on contact\n• Meteor can now reach [ae92d5]3 Charges[-] through Spell Charging"
perkSorcerySpellFire3Rank4Desc,"[ba3fd0]SHOWER[-] Meteor Spell\n• Meteor Spell is evolved to [ba3fd0]Expert[-] destruction:\n• Periodically rain down a [ae92d5]Meteor Shower[-] on nearby foes\n• [ae92d5]Spell Charging[-] improves chances to proc [ae92d5]Meteor Shower[-]"
perkSorcerySpellFire3Rank5Desc,"[e60000]HELLSTORM[-] Meteor Spell\n• Meteor Spell is fully evolved to [e60000]Master[-] destruction:\n• Meteor's burn is now [ae92d5]Twice[-] as deadly\n• Periodically cast [ae92d5]Meteor Shower[-] when casting Meteor\n• Meteor can now reach [ae92d5]4 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to proc [ae92d5]Meteor Shower[-]"

perkSorcerySpellcastFireRank1Desc,"[2f9970]BLAZING[-] Fire Spellcaster\n• Learn the secrets to crafting a Fire Spellcast to empower and cast Fire Spells while unlocking Abilities\n• Learn to craft a [e3bb70][U]Fire Spellcast[/U][-] at a Fire Spellforge\n• [2f9970]Blazing[-] (Secondary + Run) movement that Burns nearby foes\n• Spell Charging is [ae92d5]10%[-] faster with a Fire Spellcast.\n[d1d1d1]Synergy: [I]All Spellcasting is 5% faster.[/I][-]"
perkSorcerySpellcastFireRank2Desc,"[36dc2a]STONEFORM[-] Fire Spellcaster\n• Fire Spellcast is evolved to [36dc2a]Novice[-] destruction:\n• Forge [36dc2a]Novice[-] Fire Spellcast at a Fire Spellforge\n• [36dc2a]Explosive Shield[-] (Hold Primary) granted by Spell Charges\n• Spell Charging is [ae92d5]20%[-] faster with a Fire Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 10% faster.[/I][-]"
perkSorcerySpellcastFireRank3Desc,"[407fff]CAUTERIZING[-] Fire Spellcaster\n• Fire Spellcast is evolved to [407fff]Adept[-] destruction:\n• Forge [407fff]Adept[-] Fire Spellcast at a Fire Spellforge\n• [407fff]Cauterize[-] (Hold Primary) your wounds on Spellcasting\n• Spell Charging is [ae92d5]30%[-] faster with a Fire Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 15% faster.[/I][-]"
perkSorcerySpellcastFireRank4Desc,"[ba3fd0]FIRE FLIGHT[-] Fire Spellcaster\n• Fire Spellcast is evolved to [ba3fd0]Expert[-] destruction:\n• Forge [ba3fd0]Expert[-] Fire Spellcast at a Fire Spellforge\n• [ba3fd0]Fire Flight[-] (Secondary + Run + Jump) on jumping and Slow Fall\n• Spell Charging is [ae92d5]40%[-] faster with a Fire Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 20% faster.[/I][-]"
perkSorcerySpellcastFireRank5Desc,"[e60000]METEOR LANDING[-] Fire Spellcaster\n• Fire Spellcast is fully evolved to [e60000]Master[-] destruction:\n• Forge [e60000]Master[-] Fire Spellcast at a Fire Spellforge\n• [e60000]Meteor Land[-] (Secondary + Jump) on landing Fire Flight\n• Spell Charging is [ae92d5]50%[-] faster with a Fire Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 25% faster.[/I][-]"

perkSorcerySpellcastIceRank1Desc,"[2f9970]ICEBLINK[-] Ice Spellcaster\n• Learn the secrets to crafting an Ice Spellcast to empower and cast Ice Spells while unlocking Abilities\n• Learn to craft an [e3bb70][U]Ice Spellcast[/U][-] at an Ice Spellforge\n• [2f9970]Slide[-] (Hold Secondary + Run + Forward) movement that Chills nearby foes\n• Spell Charging is [ae92d5]10%[-] faster with an Ice Spellcast.\n[d1d1d1]Synergy: [I]All Spellcasting is 5% faster.[/I][-]"
perkSorcerySpellcastIceRank2Desc,"[36dc2a]CRYSTALLIZE[-] Ice Spellcaster\n• Ice Spellcast is evolved to [36dc2a]Novice[-] destruction:\n• Forge [36dc2a]Novice[-] Ice Spellcast at an Ice Spellforge\n• [36dc2a]Freezing Shield[-] (Hold Primary) granted by Spell Charges\n• Spell Charging is [ae92d5]20%[-] faster with an Ice Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 10% faster.[/I][-]"
perkSorcerySpellcastIceRank3Desc,"[407fff]SHOOTING STAR[-] Ice Spellcaster\n• Ice Spellcast is evolved to [407fff]Adept[-] destruction:\n• Forge [407fff]Adept[-] Ice Spellcast at an Ice Spellforge\n• [407fff]Shooting Star[-] (Secondary + Run + Jump) on jumping and Slow Fall\n• Spell Charging is [ae92d5]30%[-] faster with an Ice Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 15% faster.[/I][-]"
perkSorcerySpellcastIceRank4Desc,"[ba3fd0]STARFALL[-] Ice Spellcaster\n• Ice Spellcast is evolved to [ba3fd0]Expert[-] destruction:\n• Forge [ba3fd0]Expert[-] Ice Spellcast at an Ice Spellforge\n• [ba3fd0]Freezing Impact[-] (Secondary + Jump) on landing Shooting Star\n• Spell Charging is [ae92d5]40%[-] faster with an Ice Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 20% faster.[/I][-]"
perkSorcerySpellcastIceRank5Desc,"[e60000]HAILING[-] Ice Spellcaster\n• Ice Spellcast is fully evolved to [e60000]Master[-] destruction:\n• Forge [e60000]Master[-] Ice Spellcast at an Ice Spellforge\n• [e60000]Hailstorm[-] (Secondary + Jump) on landing Shooting Star\n• Spell Charging is [ae92d5]50%[-] faster with an Ice Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 25% faster.[/I][-]"

perkSorcerySpellcastLightningRank1Desc,"[2f9970]WARPING[-] Lightning Spellcaster\n• Learn the secrets to crafting a Lightning Spellcast to empower and cast Lightning Spells while unlocking Abilities\n• Learn to craft a [e3bb70][U]Lightning Spellcast[/U][-] at a Lightning Spellforge\n• [2f9970]Warp[-] (Hold Secondary + Run + Forward) movement that Shocks nearby foes\n• Spell Charging is [ae92d5]10%[-] faster with a Lightning Spellcast.\n[d1d1d1]Synergy: [I]All Spellcasting is 5% faster.[/I][-]"
perkSorcerySpellcastLightningRank2Desc,"[36dc2a]FORCEFIELD[-] Lightning Spellcaster\n• Lightning Spellcast is evolved to [36dc2a]Novice[-] destruction:\n• Forge [36dc2a]Novice[-] Lightning Spellcast at a Lightning Spellforge\n• [36dc2a]Electric Shield[-] (Hold Primary) granted by Spell Charges\n• Spell Charging is [ae92d5]20%[-] faster with a Lightning Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 10% faster.[/I][-]"
perkSorcerySpellcastLightningRank3Desc,"[407fff]LEVITATING[-] Lightning Spellcaster\n• Lightning Spellcast is evolved to [407fff]Adept[-] destruction:\n• Forge [407fff]Adept[-] Lightning Spellcast at a Lightning Spellforge\n• [407fff]Levitate[-] (Secondary + Jump) on jumping and Slow Fall\n• Spell Charging is [ae92d5]30%[-] faster with a Lightning Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 15% faster.[/I][-]"
perkSorcerySpellcastLightningRank4Desc,"[ba3fd0]ELECTROSHOCK[-] Lightning Spellcaster\n• Lightning Spellcast is evolved to [ba3fd0]Expert[-] destruction:\n• Forge [ba3fd0]Expert[-] Lightning Spellcast at a Lightning Spellforge\n• [ba3fd0]Electroshock[-] (Hold Secondary) out of concussive state\n• Spell Charging is [ae92d5]40%[-] faster with a Lightning Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 20% faster.[/I][-]"
perkSorcerySpellcastLightningRank5Desc,"[e60000]SUPERCHARGED[-] Lightning Spellcaster\n• Lightning Spellcast is fully evolved to [e60000]Master[-] destruction:\n• Forge [e60000]Master[-] Lightning Spellcast at a Lightning Spellforge\n• [e60000]Electrify Nearby[-] (Hold Secondary) Shock + Debilitate foes while Warping\n• Spell Charging is [ae92d5]50%[-] faster with a Lightning Spellcast.\n\n[d1d1d1]Synergy: [I]All Spellcasting is 25% faster.[/I][-]"

perkSorcerySpellLightningRank1Desc,"[2f9970]SHOCKING[-] Lightning Spell\n• Learn the primal Lightning Spell to electrify the innards of your foes, shocking them into early retirement!\n• You learn how to craft [e3bb70][U]Lightning Spell[/U][-] at a Lightning Spellforge\n• Learn how to craft [e3bb70][U]Lightning Spell Arrow[/U][-] at a Sorcerer Desk\n• Lightning now lasts for [ae92d5]4 Seconds[-] on its primary victim\n• [ae92d5]Spell Charging[-] increases destruction by [ae92d5]25%[-] per charge"
perkSorcerySpellLightningRank2Desc,"[36dc2a]DEBILITATING[-] Lightning Spell\n• Lightning Spell is evolved to [36dc2a]Novice[-] destruction:\n• Chance to [ae92d5]Debilitate[-] foes on impact. Debilitated foes are weakened and prone to Electrocution.\n• Lightning now lasts for [ae92d5]5 Seconds[-] on its primary victim\n• Lightning can now reach [ae92d5]2 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Debilitate[-] victims"
perkSorcerySpellLightningRank3Desc,"[407fff]ELECTROCUTING[-] Lightning Spell\n• Lightning Spell is evolved to [407fff]Adept[-] destruction:\n• Chance to [ae92d5]Electrocute[-] Debilitated foes. Electrocuted foes are stunned and damaged.\n• Lightning now lasts for [ae92d5]6 Seconds[-] on its primary victim\n• Lightning can now reach [ae92d5]3 Charges[-] through Spell Charging\n• [ae92d5]Spell Charging[-] improves chances to [ae92d5]Electrocute[-] victims"
perkSorcerySpellLightningRank4Desc,"[ba3fd0]CHAINING[-] Lightning Spell\n• Lightning Spell is evolved to [ba3fd0]Expert[-] destruction:\n• Increased range and chance of [ae92d5]Chain Lightning[-] on impact. Chain Lightning jumps from primary target to nearby foes.\n• Lightning now lasts for [ae92d5]7 Seconds[-] on its primary victim\n• [ae92d5]Spell Charging[-] improves chances to proc [ae92d5]Chain Lightning[-]"
perkSorcerySpellLightningRank5Desc,"[e60000]SUPERCHARGED[-] Lightning Spell\n• Lightning Spell is fully evolved to [e60000]Master[-] destruction:\n• Primary victims of Lightning [ae92d5]Electrify Nearby[-] foes while Debilitated. Electrified foes are Shocked and Debilitated.\n• Lightning now lasts for [ae92d5]8 Seconds[-] on its primary victim\n• Lightning can now reach [ae92d5]4 Charges[-] through Spell Charging"

perkSorcerySpellLightning2Desc,"Master the [ae92d5]Storm Totem Spell[-] to conjure forth a Totem that draws Aggro, Shocks, Debilitates and Electrocutes your foes!\n[36dc2a]SPELL CHARGE[-]: Each Charge increases Damage & Health by +25%."
perkSorcerySpellLightning2Rank1Desc,"[2f9970]INITIATE[-] Storm Totem\n• Learn the Storm Totem Spell to conjure forth a stationary totem to aid allies and lay waste to your foes:\n• Learn to craft [e3bb70][U]Storm Totem Spell[/U][-] at a Lightning Spellforge\n• Totem Duration: [ae92d5]20 Seconds[-]\n• Totem Max Health: [ae92d5]200[-]\n• Totem Range [ae92d5]2.0m[-] all directions"
perkSorcerySpellLightning2Rank2Desc,"[36dc2a]NOVICE[-] Storm Totem\n• Storm Totem has evolved to [36dc2a]Novice[-] level:\n• Totem Duration: [ae92d5]30 Seconds[-]\n• Totem Max Health: [ae92d5]300[-]\n• Totem Extra Shock Damage: [ae92d5]2[-]/sec\n• Totem Range [ae92d5]2.5m[-] all directions"
perkSorcerySpellLightning2Rank3Desc,"[407fff]ADEPT[-] Storm Totem\n• Storm Totem has evolved to [407fff]Adept[-] level:\n• Totem Duration: [ae92d5]40 Seconds[-]\n• Totem Max Health: [ae92d5]400[-]\n• Totem Extra Shock Damage: [ae92d5]3[-]/sec\n• Totem Range [ae92d5]3.0m[-] all directions"
perkSorcerySpellLightning2Rank4Desc,"[ba3fd0]EXPERT[-] Storm Totem\n• Storm Totem has evolved to [ba3fd0]Expert[-] level:\n• Totem Duration: [ae92d5]50 Seconds[-]\n• Totem Max Health: [ae92d5]500[-]\n• Totem Extra Shock Damage: [ae92d5]4[-]/sec\n• Totem Range [ae92d5]3.5m[-] all directions"
perkSorcerySpellLightning2Rank5Desc,"[e60000]MASTER[-] Storm Totem\n• Storm Totem is fully evolved to [e60000]Master[-] level:\n• Totem Duration: [ae92d5]1 Minute[-]\n• Totem Max Health: [ae92d5]600[-]\n• Totem Extra Shock Damage: [ae92d5]5[-]/sec\n• Totem Range [ae92d5]4.0m[-] all directions"

perkSorcerySpellLightning3Desc,"Master the [ae92d5]Lightning Storm Spell[-] to conjure forth a Lightning Storm that seeks out foes Shocking, Debilitating, Electrocuting and Striking!\n[36dc2a]SPELL CHARGE[-]: Each Charge increases Damage by +25%."
perkSorcerySpellLightning3Rank1Desc,"[2f9970]SHOCKING[-] Lightning Storm\n• Learn the Lightning Storm Spell to conjure forth a target seeking Storm to electrify the innards of your foes:\n• Learn to craft [e3bb70][U]Lightning Storm Spell[/U][-] at a Lightning Spellforge\n• Storm Duration: [ae92d5]10 Seconds[-]\n• Storm Range [ae92d5]2m[-] all directions"
perkSorcerySpellLightning3Rank2Desc,"[36dc2a]DEBILITATING[-] Lightning Storm\n• Lightning Storm has evolved to [36dc2a]Novice[-] level:\n• Storm procs [ae92d5]Debilitate[-] more frequently\n• Storm Duration: [ae92d5]12 Seconds[-]\n• Storm Range [ae92d5]3m[-] all directions"
perkSorcerySpellLightning3Rank3Desc,"[407fff]ELECTROCUTING[-] Lightning Storm\n• Lightning Storm has evolved to [407fff]Adept[-] level:\n• Storm procs [ae92d5]Electrocute[-] more frequently\n• Storm Duration: [ae92d5]14 Seconds[-]\n• Storm Range [ae92d5]4m[-] all directions"
perkSorcerySpellLightning3Rank4Desc,"[ba3fd0]SUPERCHARGED[-] Lightning Storm\n• Lightning Storm has evolved to [ba3fd0]Expert[-] level:\n• Debilitated foes [ae92d5]Electrify Nearby[-] (Shock + Debilitate)\n• Storm Duration: [ae92d5]16 Seconds[-]\n• Storm Range [ae92d5]5m[-] all directions"
perkSorcerySpellLightning3Rank5Desc,"[e60000]STRIKING[-] Lightning Storm\n• Lightning Storm is fully evolved to [e60000]Master[-] level:\n• Storm procs [ae92d5]Lightning Strike[-] more frequently\n• Storm Duration: [ae92d5]18 Seconds[-]\n• Storm Range [ae92d5]6m[-] all directions"

perkSorceryWandFireRank1Desc,"[2f9970]INITIATE[-] Fire Wands\n• Learn the secrets to crafting a Fire Wand capable of swiftly casting Spells and unleashing a deadly Nova on Secondary!\n• Learn to craft a [e3bb70][U]Fire Wand[/U][-] at a Sorcerer Desk\n• Unlock the [ae92d5]Secondary Ability[-] of all Fire Wands"
perkSorceryWandFireRank2Desc,"[36dc2a]NOVICE[-] Fire Wands\n• Fire Wand is evolved to [36dc2a]Novice[-] destruction:\n• Craft [36dc2a]Novice[-] Fire Wands at a Sorcerer Desk\n• Fire Wands gain [ae92d5]+2.5 Impact[-] base damage\n• Fire Wands gain [ae92d5]+10 Secondary[-] base damage"
perkSorceryWandFireRank3Desc,"[407fff]ADEPT[-] Fire Wands\n• Fire Wand is evolved to [407fff]Adept[-] destruction:\n• Craft [407fff]Adept[-] Fire Wands at a Sorcerer Desk\n• Fire Wands gain [ae92d5]+5 Impact[-] base damage\n• Fire Wands gain [ae92d5]+20 Secondary[-] base damage"
perkSorceryWandFireRank4Desc,"[ba3fd0]EXPERT[-] Fire Wands\n• Fire Wand is evolved to [ba3fd0]Expert[-] destruction:\n• Craft [ba3fd0]Expert[-] Fire Wands at a Sorcerer Desk\n• Fire Wands gain [ae92d5]+7.5 Impact[-] base damage\n• Fire Wands gain [ae92d5]+30 Secondary[-] base damage"
perkSorceryWandFireRank5Desc,"[e60000]MASTER[-] Fire Wands\n• Fire Wand is fully evolved to [e60000]Master[-] destruction:\n• Craft [e60000]Master[-] Fire Wands at a Sorcerer Desk\n• Fire Wands gain [ae92d5]+12.5 Impact[-] base damage\n• Fire Wands gain [ae92d5]+50 Secondary[-] base damage"

perkSorceryWandIceRank1Desc,"[2f9970]INITIATE[-] Ice Wands\n• Learn the secrets to crafting a Ice Wand capable of swiftly casting Spells and unleashing a deadly Nova on Secondary!\n• Learn to craft an [e3bb70][U]Ice Wand[/U][-] at a Sorcerer Desk\n• Unlock the [ae92d5]Secondary Ability[-] of all Ice Wands"
perkSorceryWandIceRank2Desc,"[36dc2a]NOVICE[-] Ice Wands\n• Ice Wand is evolved to [36dc2a]Novice[-] destruction:\n• Craft [36dc2a]Novice[-] Ice Wands at a Sorcerer Desk\n• Ice Wands gain [ae92d5]+2.5 Impact[-] base damage\n• Ice Wands gain [ae92d5]+10 Secondary[-] base damage"
perkSorceryWandIceRank3Desc,"[407fff]ADEPT[-] Ice Wands\n• Ice Wand is evolved to [407fff]Adept[-] destruction:\n• Craft [407fff]Adept[-] Ice Wands at a Sorcerer Desk\n• Ice Wands gain [ae92d5]+5 Impact[-] base damage\n• Ice Wands gain [ae92d5]+20 Secondary[-] base damage"
perkSorceryWandIceRank4Desc,"[ba3fd0]EXPERT[-] Ice Wands\n• Ice Wand is evolved to [ba3fd0]Expert[-] destruction:\n• Craft [ba3fd0]Expert[-] Ice Wands at a Sorcerer Desk\n• Ice Wands gain [ae92d5]+7.5 Impact[-] base damage\n• Ice Wands gain [ae92d5]+30 Secondary[-] base damage"
perkSorceryWandIceRank5Desc,"[e60000]MASTER[-] Ice Wands\n• Ice Wand is fully evolved to [e60000]Master[-] destruction:\n• Craft [e60000]Master[-] Ice Wands at a Sorcerer Desk\n• Ice Wands gain [ae92d5]+12.5 Impact[-] base damage\n• Ice Wands gain [ae92d5]+50 Secondary[-] base damage"

perkSorceryWandLightningRank1Desc,"[2f9970]INITIATE[-] Lightning Wands\n• Learn the secrets to crafting a Lightning Wand capable of swiftly casting Spells and unleashing a deadly Nova on Secondary!\n• Learn to craft a [e3bb70][U]Lightning Wand[/U][-] at a Sorcerer Desk\n• Unlock the [ae92d5]Secondary Ability[-] of all Lightning Wands"
perkSorceryWandLightningRank2Desc,"[36dc2a]NOVICE[-] Lightning Wands\n• Lightning Wand is evolved to [36dc2a]Novice[-] destruction:\n• Craft [36dc2a]Novice[-] Lightning Wands at a Sorcerer Desk\n• Lightning Wands gain [ae92d5]+2.5 Impact[-] base damage\n• Lightning Wands gain [ae92d5]+10 Secondary[-] base damage"
perkSorceryWandLightningRank3Desc,"[407fff]ADEPT[-] Lightning Wands\n• Lightning Wand is evolved to [407fff]Adept[-] destruction:\n• Craft [407fff]Adept[-] Lightning Wands at a Sorcerer Desk\n• Lightning Wands gain [ae92d5]+5 Impact[-] base damage\n• Lightning Wands gain [ae92d5]+20 Secondary[-] base damage"
perkSorceryWandLightningRank4Desc,"[ba3fd0]EXPERT[-] Lightning Wands\n• Lightning Wand is evolved to [ba3fd0]Expert[-] destruction:\n• Craft [ba3fd0]Expert[-] Lightning Wands at a Sorcerer Desk\n• Lightning Wands gain [ae92d5]+7.5 Impact[-] base damage\n• Lightning Wands gain [ae92d5]+30 Secondary[-] base damage"
perkSorceryWandLightningRank5Desc,"[e60000]MASTER[-] Lightning Wands\n• Lightning Wand is fully evolved to [e60000]Master[-] destruction:\n• Craft [e60000]Master[-] Lightning Wands at a Sorcerer Desk\n• Lightning Wands gain [ae92d5]+12.5 Impact[-] base damage\n• Lightning Wands gain [ae92d5]+50 Secondary[-] base damage"

perkSorceryStaffFireRank1Desc,"[2f9970]INITIATE[-] Fire Staff\n• Learn the secrets to crafting a Fire Staff to build Charges with each blow that empower Fire Spells and release a Nova on Secondary!\n• Learn to craft a [e3bb70][U]Fire Staff[/U][-] at a Sorcerer Desk\n• Primary Attacks now build [ae92d5]1 Charge[-] for Fire Spells and Staff\n• Secondary Attack now expends Charges to cast a [ae92d5]Fire Nova[-]\n• Fire Staff is [ae92d5]+10% Faster[-] Attacking and Harvesting\n• Fire Staff gains [ae92d5]+20% Effectiveness[-] to Harvesting and Breaking"
